[0, 0, (77, 82), (128, 128)]
[0, 0, (78, 82), (128, 128)]
[0, 0, (79, 82), (128, 128)]
[0, 0, (80, 82), (128, 128)]
[0, 0, (81, 82), (128, 128)]
[0, 0, (82, 82), (128, 128)]
[0, 0, (83, 82), (128, 128)]
[0, 0, (84, 82), (128, 128)]
[0, 0, (85, 82), (128, 128)]
[0, 0, (86, 82), (128, 128)]
[0, 0, (87, 82), (128, 128)]
[0, 0, (88, 82), (128, 128)]
[0, 0, (89, 82), (128, 128)]
[0, 0, (90, 82), (128, 128)]
[0, 0, (91, 82), (128, 128)]
[0, 0, (92, 82), (128, 128)]
[0, 0, (93, 82), (128, 128)]
[0, 0, (94, 82), (128, 128)]
[0, 0, (95, 82), (128, 128)]
[0, 0, (96, 82), (128, 128)]
[0, 0, (97, 82), (128, 128)]
[0, 0, (98, 82), (128, 128)]
[0, 0, (99, 82), (128, 128)]
[0, 0, (100, 82), (128, 128)]
[0, 0, (101, 82), (128, 128)]
[0, 0, (102, 82), (128, 128)]
[0, 0, (103, 82), (128, 128)]
[0, 0, (104, 82), (128, 128)]
[0, 0, (105, 82), (128, 128)]
[0, 0, (106, 82), (128, 128)]
[0, 0, (107, 82), (128, 128)]
[0, 0, (108, 82), (128, 128)]
[0, 0, (109, 82), (128, 128)]
[0, 0, (110, 82), (128, 128)]
[0, 0, (111, 82), (128, 128)]
[0, 0, (112, 82), (128, 128)]
[0, 0, (113, 82), (128, 128)]
[0, 0, (114, 82), (128, 128)]
[0, 0, (115, 82), (128, 128)]
[0, 0, (116, 82), (128, 128)]
[0, 0, (117, 82), (128, 128)]
[0, 0, (118, 82), (128, 128)]
[0, 0, (119, 82), (128, 128)]
[0, 0, (120, 82), (128, 128)]
[0, 0, (121, 82), (128, 128)]
[0, 0, (122, 82), (128, 128)]
[0, 0, (123, 82), (128, 128)]
[0, 0, (124, 82), (128, 128)]
[0, 0, (125, 82), (128, 128)]
[0, 0, (126, 82), (128, 128)]
[0, 0, (127, 83), (128, 128)]
[0, 0, (128, 83), (128, 128)]
[0, 0, (129, 83), (128, 128)]
[0, 0, (130, 83), (128, 128)]
[0, 0, (131, 83), (128, 128)]
[0, 0, (132, 83), (128, 128)]
[0, 0, (133, 83), (128, 128)]
[0, 0, (134, 83), (128, 128)]
[0, 0, (135, 83), (128, 128)]
[0, 0, (136, 83), (128, 128)]
[0, 0, (137, 83), (128, 128)]
[0, 0, (138, 83), (128, 128)]
[0, 0, (139, 83), (128, 128)]
[0, 0, (140, 83), (128, 128)]
[0, 0, (141, 83), (128, 128)]
[0, 0, (142, 83), (128, 128)]
[0, 0, (143, 83), (128, 128)]
[0, 0, (144, 83), (128, 128)]
[0, 0, (145, 83), (128, 128)]
[0, 0, (146, 83), (128, 128)]
[0, 0, (147, 83), (128, 128)]
[0, 0, (148, 83), (128, 128)]
[0, 0, (149, 83), (128, 128)]
[0, 0, (150, 83), (128, 128)]
[0, 0, (151, 83), (128, 128)]
[0, 0, (152, 83), (128, 128)]
[0, 0, (153, 83), (128, 128)]
[0, 0, (154, 83), (128, 128)]
[0, 0, (155, 83), (128, 128)]
[0, 0, (156, 83), (128, 128)]
[0, 0, (157, 83), (128, 128)]
[0, 0, (158, 83), (128, 128)]
[0, 0, (159, 83), (128, 128)]
[0, 0, (160, 83), (128, 128)]
[0, 0, (161, 83), (128, 128)]
[0, 0, (162, 83), (128, 128)]
[0, 0, (163, 83), (128, 128)]
[0, 0, (164, 83), (128, 128)]
[0, 0, (165, 83), (128, 128)]
[0, 0, (166, 83), (128, 128)]
[0, 0, (167, 83), (128, 128)]
[0, 0, (169, 83), (128, 128)]
[0, 0, (169, 84), (128, 128)]
[0, 0, (170, 84), (128, 128)]
[0, 0, (170, 85), (128, 128)]
[0, 0, (171, 85), (128, 128)]
[0, 0, (172, 85), (128, 128)]
[0, 0, (173, 85), (128, 128)]
[0, 0, (174, 85), (128, 128)]
[0, 0, (175, 85), (128, 128)]
[0, 0, (176, 85), (128, 128)]
[0, 0, (177, 85), (128, 128)]
[0, 0, (178, 85), (128, 128)]
[0, 0, (178, 84), (128, 128)]
[0, 0, (179, 84), (128, 128)]
[0, 0, (181, 84), (128, 128)]
[0, 0, (182, 84), (128, 128)]
[0, 0, (182, 83), (128, 128)]
[0, 0, (183, 83), (128, 128)]
[0, 0, (184, 83), (128, 128)]
[0, 0, (185, 83), (128, 128)]
[0, 0, (186, 83), (128, 128)]
[0, 0, (187, 83), (128, 128)]
